fullvisitorid,channelgrouping,time,country,city,totaltransactionrevenue,transactions,timeonsite,pageviews,sessionqualitydim,date,visitid,type,productrefundamount,productquantity,productprice,productrevenue,productsku,v2productname,v2productcategory,productvariant,currencycode,itemquantity,itemrevenue,transactionrevenue,transactionid,pagetitle,searchkeyword,pagepathlevel1,ecommerceaction_type,ecommerceaction_step,ecommerceaction_option,ts_timeonsite
5.109261852028031e+17,Direct,0,Finland,"",,,,1,,2017-05-07,1494180043,PAGE,,,16,,GGOEGETR014599,Google Tube Power Bank,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,
6.042569927791404e+18,Organic Search,0,New Zealand,"",,,,1,,2016-12-01,1480654444,PAGE,,,24,,GGOEGAAX0314,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
6.176833504721787e+18,Organic Search,119377,United States,"",,,157,5,,2017-01-16,1484611907,PAGE,,,7,,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:02:37
4.608911579004944e+17,Organic Search,0,Brazil,"",,,,1,1,2017-07-27,1501200281,PAGE,,,18,,GGOEGAAX0296,YouTube Women's Short Sleeve Tri-blend Badge Tee Grey,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.295572147714572e+17,Organic Search,0,United States,"",,,,1,,2017-06-19,1497878753,PAGE,,,29,,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
4.179350385083592e+18,Organic Search,15730,Canada,"",,,84,7,,2016-09-12,1473744919,EVENT,,,55,,GGOEGAAX0731,YouTube Men's Fleece Hoodie Black,Home/Shop by Brand/YouTube/,(not set),,,,,,YouTube,,/google+redesign/,1,1,,1969-12-31 19:01:24
5.592902275271565e+18,Organic Search,0,India,"",,,,1,,2016-11-02,1478152914,PAGE,,,18,,GGOEGAAX0686,YouTube Youth Short Sleeve Tee Red,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
7.609621147641868e+18,Organic Search,41655,Netherlands,"",,,235,9,,2017-02-13,1486989387,PAGE,,,24,,GGOEGDHQ014899,20 oz Stainless Steel Insulated Tumbler,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:03:55
8.769402830107562e+17,Referral,56683,United States,"",,,71,6,,2016-08-30,1472567983,PAGE,,,23,,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware,,/google+redesign/,0,1,,1969-12-31 19:01:11
5.867269235137116e+18,Organic Search,15757,Russia,"",,,16,3,,2016-10-18,1476781852,PAGE,,,104,,GGOEGEVB071299,Digital Lightshow Smart Speaker and Notification Center,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:16
5.147245982764142e+18,Organic Search,253376,United States,"",,,270,7,3,2017-07-19,1500500837,PAGE,,,19,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:30
2.494995986868179e+18,Organic Search,0,France,"",,,,1,,2016-12-03,1480770384,PAGE,,,23,,GGOEGAAX0127,Android 24 oz Contigo Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,
2.0987831123193303e+18,Organic Search,0,United States,"",,,,1,,2016-12-21,1482342963,PAGE,,,24,,GGOEGAAX0314,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.488113961792674e+18,Organic Search,20125,Taiwan,"",,,20,3,,2016-11-26,1480159300,PAGE,,,16,,GGOEGEGQ024299,Grip Kit Cable Organizer,Home/Electronics/Electronics Accessories/,(not set),USD,,,,,Accessories | Electronics | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:20
3.1489907184197494e+18,Organic Search,0,Turkey,"",,,,1,,2017-05-14,1494765477,PAGE,,,18,,GGOEGAAX0339,Google Men's Vintage Badge Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
1.4344515167845048e+18,Organic Search,0,Cambodia,"",,,,1,,2017-05-01,1493646193,PAGE,,,10,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.538171007688598e+18,Organic Search,0,United Kingdom,"",,,,1,1,2017-07-25,1500986383,PAGE,,,16,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
4.1384779885897846e+18,Direct,0,Germany,"",,,,1,,2016-09-01,1472788495,PAGE,,,34,,GGOEGAAX0335,YouTube Men's Long Sleeve Pullover Badge Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,
7.00084598678528e+17,Referral,27217,United States,"",,,27,5,,2017-01-19,1484857801,PAGE,,,1,,GGOEGOXQ016399,Badge Holder,Home/Office/Office Other/,(not set),USD,,,,,Other | Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:27
9.277535287539487e+18,Organic Search,68930,Germany,"",,,105,5,,2016-10-21,1477083632,PAGE,,,1,,GGOEGFYQ016599,Foam Can and Bottle Cooler,Home/Accessories/Housewares/,(not set),USD,,,,,Housewares | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:45
2.3868107089620014e+18,Organic Search,0,Netherlands,"",,,28,2,,2017-02-09,1486709530,PAGE,,,16,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/store.html,0,1,,1969-12-31 19:00:28
1.9828172778073354e+18,Organic Search,92776,United States,"",,,93,3,,2017-02-14,1487088560,EVENT,,,16,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,(not set),,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,1,1,,1969-12-31 19:01:33
1.0001107214614294e+17,Direct,132582,United States,"",,,133,3,,2017-04-26,1493265687,PAGE,,,0,,9182569,Google Men's  Zip Hoodie,(not set),(not set),USD,,,,,Bluetooth Headphones,,/google+redesign/,0,1,,1969-12-31 19:02:13
5.073571411521827e+18,Organic Search,0,United States,"",,,,1,1,2017-07-15,1500126467,PAGE,,,22,,GGOEGHPB003410,Google Snapback Hat Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
7.673988261415725e+18,Organic Search,0,Romania,"",,,48,5,,2017-03-29,1490806547,PAGE,,,4,,GGOEGBFC018799,Electronics Accessory Pouch,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:48
4.691959913484424e+18,Organic Search,30348,India,"",,,30,2,,2017-05-17,1495041129,PAGE,,,9,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:30
6.436081763670892e+18,Organic Search,0,Vietnam,"",,,,1,,2017-02-19,1487550783,PAGE,,,9,,GGOEYOCR078099,YouTube Spiral Journal with Pen,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
7.697080695970702e+18,Organic Search,0,Turkey,"",,,,1,,2017-03-15,1489576875,PAGE,,,10,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
4.993613447705442e+18,Organic Search,0,Romania,"",,,,1,,2017-01-02,1483380895,PAGE,,,18,,GGOEGAAX0298,Google Women's V-Neck Tee Grey,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
3.1477396950152294e+17,Organic Search,0,United States,"",,,,1,,2017-03-09,1489075128,PAGE,,,15,,GGOEGBJL013999,Google Canvas Tote Natural/Navy,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,
4.626485607250958e+18,Organic Search,39918,United States,"",,,40,2,1,2017-07-07,1499491687,PAGE,,,99,,GGOEGBRA037499,Waterproof Backpack,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:40
3.021647453029103e+17,Organic Search,0,Canada,"",,,,1,,2017-04-09,1491785466,PAGE,,,16,,GGOEGETR014599,Google Tube Power Bank,Home/Electronics/,(not set),USD,,,,,Electronics | Google Merchandise Store,,/google+redesign/,0,1,,
3.6179139684581e+18,Organic Search,0,Poland,"",,,,1,,2017-06-11,1497180821,PAGE,,,1,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
1.8513247166630164e+18,Organic Search,0,United States,"",,,17,3,,2016-12-01,1480625835,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:17
6.780557938918173e+18,Referral,0,United States,"",,,30,4,5,2017-07-26,1501134393,PAGE,,,199,,GGOENEBB078899,Nest® Cam Indoor Security Camera - USA,Home/Nest/Nest-USA/,(not set),USD,,,,,Nest-USA,,/google+redesign/,0,1,,1969-12-31 19:00:30
2.3739263700887153e+18,Organic Search,146095,United States,"",,,146,6,,2016-12-20,1482251744,PAGE,,,17,,GGOEGOAB016099,Leather and Metal Ballpoint Pen,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:26
3.618261572755548e+17,Organic Search,0,Argentina,"",,,,1,,2016-12-31,1483223941,PAGE,,,8,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
4.23870897192823e+17,Organic Search,0,United States,"",,,,1,,2017-04-08,1491671554,PAGE,,,7,,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
3.3445810717271235e+18,Organic Search,42831,France,"",,,93,9,,2017-06-25,1498379708,PAGE,,,24,,GGOEAHPA004110,Android Wool Heather Cap Heather/Black,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:01:33
8.765353965259488e+18,Organic Search,142054,United States,"",,,233,9,,2017-02-17,1487374341,PAGE,,,10,,GGOEGHPB071610,Google Twill Cap,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:53
8.970218755367668e+18,Organic Search,57515,United States,"",,,88,8,,2016-09-13,1473811893,PAGE,,,69,,GGOEGAAX0593,Google Men's Airflow 1/4 Zip Pullover Lapis,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/store.html,0,1,,1969-12-31 19:01:28
8.098797336626332e+17,Direct,0,Somalia,"",,,,1,,2016-09-04,1472977713,PAGE,,,16,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,
6.917568809724081e+18,Organic Search,0,United States,"",,,,1,1,2017-07-27,1501224064,PAGE,,,14,,GGOEGOCL077699,Google Hard Cover Journal,Home/Office/Notebooks & Journals/,(not set),USD,,,,,Notebooks & Journals | Office | Google Merchandise Store,,/google+redesign/,0,1,,
5.893671262281421e+18,Direct,0,India,"",,,,1,,2016-09-15,1473936254,PAGE,,,19,,GGOEGAAX0328,Google Men's Skater Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,
9.59109449814275e+18,Organic Search,0,United States,"",,,,1,,2017-03-17,1489799959,PAGE,,,24,,GGOEYHPA003610,YouTube Wool Heather Cap Heather/Black,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
7.517543479718624e+18,Organic Search,0,United States,"",,,,1,,2017-06-16,1497675423,PAGE,,,6,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
4.991166870799318e+18,Organic Search,33147,Canada,"",,,52,4,1,2017-07-20,1500578802,PAGE,,,29,,GGOEGAAX0352,Android Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:52
5.000278396028518e+18,Direct,339117,United States,"",,,1560,5,,2016-12-19,1482189433,PAGE,,,92,,GGOEGAAX0566,Google Men's Weatherblock Shell Jacket Black,Home/Apparel/Men's/Men's-Outerwear/,(not set),USD,,,,,Men's Outerwear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:26:00
4.8491287717943504e+16,Organic Search,26643,United States,"",,,27,3,,2016-08-16,1471380820,PAGE,,,6,,GGOEYOLR018699,YouTube Leatherette Notebook Combo,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:00:27
9.35104024096624e+18,Organic Search,0,Thailand,"",,,,1,,2017-06-14,1497432697,PAGE,,,1,,GGOEYFKQ020699,YouTube Custom Decals,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
5.478779434169034e+18,Organic Search,0,United Kingdom,"",,,,1,,2016-12-10,1481408425,PAGE,,,19,,GGOEGAAX0330,YouTube Men's Skater Tee Charcoal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
8.375050531536069e+18,Organic Search,0,United Kingdom,"",,,185,2,,2017-03-04,1488627323,PAGE,,,7,,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:03:05
6.856829729539769e+18,Organic Search,73440,Canada,"",,,129,7,,2016-11-15,1479280854,PAGE,,,2,,GGOEGCBQ016499,SPF-15 Slim & Slender Lip Balm,Home/Accessories/Fun/,(not set),USD,,,,,Fun | Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:09
2.1264785007132943e+18,Organic Search,14169,United States,"",,,137,8,,2016-09-03,1472916960,PAGE,,,16,,GGOEGAAX0317,YouTube Men's Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:02:17
2.158410483862038e+18,Organic Search,13913,United States,"",,,55,4,,2016-08-02,1470155489,PAGE,,,21,,GGOEGAAX0589,Google Men's Short Sleeve Performance Badge Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:55
6.862255059740554e+18,Organic Search,120113,United States,"",,,120,6,,2017-02-03,1486170278,PAGE,,,145,,GGOEGEVB070599,Google G Noise-reducing Bluetooth Headphones,Home/Shop by Brand/Google/,(not set),USD,,,,,Google | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:02:00
7.880112451254632e+18,Organic Search,125157,Belgium,"",,,183,8,,2016-08-21,1471809600,PAGE,,,0,,GGOEGOAC021799,Ballpoint Pen Blue,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:03:03
9.387846492795754e+18,Organic Search,7736,United States,"",,,8,2,,2016-10-02,1475433073,PAGE,,,16,,GGOEGAAX0286,Google Women's Short Sleeve V-Neck Tee Black,Home/Apparel/Women's/Women's-T-Shirts/,(not set),USD,,,,,Women's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:00:08
3.845606747993165e+17,Organic Search,1088585,Japan,"",,,1130,7,,2017-06-26,1498469469,PAGE,,,0,,9180833,Rubber Grip Ballpoint Pen 4 Pack,(not set),(not set),USD,,,,,Android RFID Journal,,/google+redesign/,0,1,,1969-12-31 19:18:50
4.3510799451995597e+18,Organic Search,0,United States,"",,,57,2,,2017-03-01,1488409244,PAGE,,,8,,GGOEYOBR078599,YouTube Luggage Tag,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:57
3.557545642136988e+18,Organic Search,0,United States,"",,,,1,,2017-01-03,1483488788,PAGE,,,14,,GGOEYOCR077799,YouTube Hard Cover Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
5.077243893642022e+18,Organic Search,0,United States,"",,,4,2,,2017-01-06,1483735670,PAGE,,,21,,GGOEYHPA003510,YouTube Trucker Hat,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:04
7.717614362174196e+18,Organic Search,0,United States,"",,,,1,,2016-10-27,1477634166,PAGE,,,34,,GGOEGBJB022599,Large Zipper Top Tote Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,
9.698092186418702e+18,Organic Search,0,Turkey,"",,,,1,,2017-03-10,1489181945,PAGE,,,7,,GGOEYOLR080599,YouTube Notebook and Pen Set,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
6.939830127498633e+18,Organic Search,0,Netherlands,"",,,,1,,2017-06-17,1497727665,PAGE,,,29,,GGOEGAAX0351,YouTube Men's Vintage Henley,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
8.833916524025312e+17,Organic Search,19129,Austria,"",,,19,2,,2016-08-08,1470722205,PAGE,,,17,,GGOEGAAX0279,Google Women's Short Sleeve Hero Tee White,Home/Shop by Brand/Google/,(not set),USD,,,,,Google,,/google+redesign/,0,1,,1969-12-31 19:00:19
3.4815089882932495e+18,Organic Search,371765,United Kingdom,"",,,432,5,,2017-07-03,1499078160,PAGE,,,10,,GGOEYHPB072210,YouTube Twill Cap,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:07:12
2.7199873691556905e+18,Organic Search,0,France,"",,,53,4,,2016-09-29,1475200708,PAGE,,,24,,GGOEGAAX0314,YouTube Men's 3/4 Sleeve Henley,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube,,/google+redesign/,0,1,,1969-12-31 19:00:53
6.353181553456316e+17,Direct,814087,Taiwan,"",,,814,2,,2016-08-14,1471161898,PAGE,,,10,,GGOEGOCB017499,Leatherette Journal,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:13:34
5.632858450445413e+18,Organic Search,0,Pakistan,"",,,,1,,2016-12-01,1480664045,PAGE,,,16,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.401840402563518e+18,Organic Search,116930,Greece,"",,,232,6,,2016-08-19,1471599339,PAGE,,,22,,GGOEGAAX0213,Yoga Mat,Home/Lifestyle/,(not set),USD,,,,,Lifestyle,,/google+redesign/,0,1,,1969-12-31 19:03:52
1.8880175273181348e+16,Direct,42045,United States,"",,,50,6,,2016-12-06,1481093521,PAGE,,,100,,GGOEGGCX056199,Gift Card- $100.00,Home/Gift Cards/,(not set),USD,,,,,Gift Cards | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:50
6.579905208373234e+18,Organic Search,0,United States,"",,,231,2,,2016-09-27,1475024894,PAGE,,,19,,GGOEGAAX0329,Android Men's Skater Badge Tee Charcoal,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's-T-Shirts,,/google+redesign/,0,1,,1969-12-31 19:03:51
6.554082710741195e+18,Direct,29319,United States,"",,,247,6,,2017-02-06,1486395857,PAGE,,,16,,GGOEGAAX0104,Google Men's 100% Cotton Short Sleeve Hero Tee White,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:04:07
7.432466534286966e+18,Organic Search,0,United States,"",,,17,2,,2017-03-15,1489600771,PAGE,,,21,,GGOEYHPA003510,YouTube Trucker Hat,Home/Apparel/,(not set),USD,,,,,Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:17
2.5446249147546547e+18,Organic Search,0,Hungary,"",,,,1,,2016-12-21,1482341871,PAGE,,,19,,GGOEGDHB072099,Google Insulated Stainless Steel Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,
4.967470524021388e+18,Direct,0,India,"",,,,1,,2016-12-19,1482208009,PAGE,,,16,,GGOEGAAX0105,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
3.504179018455202e+18,Organic Search,0,United States,"",,,,1,,2017-01-30,1485792568,PAGE,,,9,,GGOEGBJC014399,Google Tote Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,
6.707245033176906e+18,Organic Search,0,United States,"",,,,1,,2016-11-12,1479009163,PAGE,,,16,,GGOEGAAX0106,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
5.766855952922817e+18,Paid Search,34906,United States,"",,,121,4,,2016-09-12,1473706234,PAGE,,,16,,GGOEGESC014699,Aluminum Handy Emergency Flashlight,Home/Electronics/,(not set),USD,,,,,Electronics,,/google+redesign/,0,1,,1969-12-31 19:02:01
9.565343920281326e+18,Organic Search,21532,United States,"",,,35,4,,2016-10-07,1475881021,PAGE,,,0,,GGOEGGOA017399,Maze Pen,Home/Office/,(not set),USD,,,,,Office | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:35
3.1656032923439396e+18,Direct,34521,United States,"",,,35,2,,2017-01-24,1485308046,PAGE,,,6,,GGOEGCBB074199,Google Car Clip Phone Holder,Home/Accessories/,(not set),USD,,,,,Accessories | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:35
3.0837045809901816e+16,Organic Search,0,India,"",,,,1,,2017-03-26,1490527170,PAGE,,,19,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
4.670653134309604e+18,Organic Search,873815,Spain,"",,,874,5,,2017-01-29,1485705865,PAGE,,,16,,GGOEGAAX0318,YouTube Men's Short Sleeve Hero Tee Black,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:14:34
6.39978400201294e+18,Direct,73433,Spain,"",,,73,3,,2016-08-25,1472144880,PAGE,,,10,,GGOEGOCB017499,Leatherette Journal,Home/Office/,(not set),USD,,,,,Office,,/google+redesign/,0,1,,1969-12-31 19:01:13
1.7452438647915738e+18,Organic Search,24722,China,"",,,54,5,,2016-10-20,1477027123,PAGE,,,18,,GGOEGAAX0291,Google Women's Short Sleeve Shirt Blue,Home/Shop by Brand/,(not set),USD,,,,,Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:54
6.049625416476566e+17,Organic Search,105299,Canada,"",,,650,5,,2017-03-27,1490627046,PAGE,,,28,,GGOEGOAB021499,Metal Texture Roller Pen,(not set),(not set),USD,,,,,Store search results,,/asearch.html,0,1,,1969-12-31 19:10:50
6.571778721302708e+18,Organic Search,15041,Canada,"",,,54,5,,2016-10-23,1477243297,PAGE,,,18,,GGOEGDHC074099,Google 17oz Stainless Steel Sport Bottle,Home/Drinkware/,(not set),USD,,,,,Drinkware | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:54
7.395574625783767e+18,Organic Search,0,United States,"",,,,1,,2017-03-27,1490643725,PAGE,,,18,,GGOEGHPB080410,Google 5-Panel Snapback Cap,Home/Apparel/Headgear/,(not set),USD,,,,,Headgear | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
8.972232841528151e+18,Organic Search,0,Vietnam,"",,,,1,,2017-05-18,1495160952,PAGE,,,20,,GGOEGAAX0357,Android Men's Vintage Tank,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,
7.592062241794906e+17,Organic Search,0,Japan,"",,,21,4,,2017-04-11,1491916909,PAGE,,,7,,GGOEYDHJ019399,24 oz YouTube Sergeant Stripe Bottle,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:21
8.365058552754685e+18,Direct,0,United States,"",,,,1,,2017-05-01,1493675144,PAGE,,,19,,GGOEYOCR077399,YouTube RFID Journal,Home/Shop by Brand/YouTube/,(not set),USD,,,,,YouTube | Shop by Brand | Google Merchandise Store,,/google+redesign/,0,1,,
9.380877723576076e+17,Organic Search,0,United States,"",,,,1,1,2017-07-28,1501252648,PAGE,,,59,,GGOEGBPB082099,UpCycled Handlebar Bag,Home/Bags/,(not set),USD,,,,,Bags | Google Merchandise Store,,/google+redesign/,0,1,,
8.077705413034854e+17,Organic Search,52459,Taiwan,"",,,52,6,,2017-03-11,1489252209,PAGE,,,18,,GGOEGAAX0734,Google Men's Short Sleeve Hero Tee Heather,Home/Apparel/Men's/Men's-T-Shirts/,(not set),USD,,,,,Men's T-Shirts | Apparel | Google Merchandise Store,,/google+redesign/,0,1,,1969-12-31 19:00:52
